intent,customer_tweet_id,brand_tweet_id,conversation_id,customer_message,brand_response
service_complaints_and_feedback,645,647,conv_644,@AmazonHelp That page is useless - doesn’t allow me to state it hasn’t been delivered; only tells me it has! How can you sort this out?,@115835 You can also request a call back here Martin https://t.co/zH8UlhTGcc ^KM
service_complaints_and_feedback,685,687,conv_684,@AmazonHelp Details sent. Please check.,@115849 Thanks for confirming that the details have been shared. Our team will give it a look and reach out shortly. ^AB
service_complaints_and_feedback,1698,1700,conv_1697,@AmazonHelp Thats the thing I told customer service. I created a new email address for the Prime trial and forgot it. What can I do so I'm not charged?,@116082 Hey Corey! Even on the new account you made you can turn of the auto renew through the same link ^SK posted for you. ^AJ
service_complaints_and_feedback,1752,1750,conv_1753,@116096 Truly. This is the strangest vampire book I’ve ever received. 😜 cc @43760 @AmazonHelp #misship https://t.co/Zad7Az14Zg,@116095 I'm sorry you received an incorrect item. Have you checked out our return/replacement options here: https://t.co/FRsodhtXKJ? ^FJ
service_complaints_and_feedback,2584,2583,conv_2585,@AmazonHelp Well ok but @116324 said it’s been dlvd so I can’t see how they will bother to deliver it now! I think they have washed their hands of it,@116323 We're definitely here to help! Please reach out to us by phone here: https://t.co/JzP7hlA23B ^SE
service_complaints_and_feedback,2594,2592,conv_2595,@AmazonHelp Want to speak to someone at corp to address these issues.,@116325 Have you tried deleting the card from the account and re-adding it? Have you reached out to USPS about these deliveries? ^AF https://t.co/1XyLaGkcaN
service_complaints_and_feedback,3748,3750,conv_3747,"@AmazonHelp Many times, but still failing, and it happen with some show",@116617 Is this still ongoing? What devices are you using? ^AN
service_complaints_and_feedback,4788,4787,conv_4788,So sad @AmazonHelp @115830 ruined his FIRST Halloween by failing to deliver his tiny costume 2 days running #whypayprime? #amazon #prime,@116830 Oh no! Did we miss the expected delivery date from your confirmation e-mail here: https://t.co/OmqrPtDrzj Please let us know. ^KL
service_complaints_and_feedback,5246,2819256,conv_5159,"@115850 #cheater amazon
cheated rs 8499 as amazon pay balance after holding my amazon account without informing any reason","@547065 As mentioned earlier, kindly reply to email you received from our account specialist team as they are the right point of contact regarding account hold. ^AU"
service_complaints_and_feedback,5285,5283,conv_5285,@AmazonHelp hey amazon - please help me :( i hVe tried calling and chatting with y’all but keep hitting walls. DM?,"@116923 We'd like to help in any way we can, Juan! I've enabled direct messaging. Without providing personal or account information, please tell us a little more about what's going on. ^FD https://t.co/1XyLaGkcaN"
missing_package_false_delivery,646,644,conv_646,.@AmazonHelp Item has not been delivered but tracking says it was handed to me over an hour ago... 2nd time this has happened. Sort it out https://t.co/42W82GcARk,@115835 I'm so sorry you didn't receive your parcel! We'd like a chance to look into this with you here: https://t.co/JzP7hlA23B ^SY
missing_package_false_delivery,5128,5126,conv_5130,"@AmazonHelp AMZL US Tracking ID TBA566517950000 it says delivered to mail room, I checked the mail and the front offce, the driver listed 1 package, in that one package was my XLR cables...I'm missing the controller.","@116914 I understand your frustration! Our team would like a chance to address this concern. At your convenience, include your details here: https://t.co/hKZOmv3DMU ^SJ"
missing_package_false_delivery,45558,45557,conv_45558,So I still don't have my @115830 order I was supposed to get on Monday. No explanation as to why. Probably been stolen!,@118232 Sorry you don't have your order! We'd like to see how we can help so please reach us by phone here: https://t.co/JzP7hlA23B ^DD
missing_package_false_delivery,49922,49920,conv_49922,"Ok @115850 let's get it sorted today. I've bought over a 100 books from u, never received a single free bookmark. 😢
Mujhe Insaf chaiye! 😢",@127182 to provide a better shopping experience. (3/3) ^JS
missing_package_false_delivery,69704,69705,conv_69703,@AmazonHelp I logged into my account just for an update and it said delivered so I looked into it - it rained last night so therefore it was in the rain,"@131792 Hi Ryan, did you check with your neighbours? ^HS"
missing_package_false_delivery,77524,77525,conv_77524,"@115850  i make order on 26 November 2017. Order id- 406-3125218-4593101,delivery residential address
Yesterday I got text ur order delivered but actually not delivered yet to me.
Fake services in India","@133271 I'm sorry you've not received the order. Please report it to our support team here: https://t.co/vlvfJr4nN9 &amp; we'll take necessary actions to make things right.
Please don't provide your order details via Twitter, as we consider it to be personal information. ^AR"
missing_package_false_delivery,83483,83481,conv_83483,@AmazonHelp hi I have been tracking my parcel and it says delivered at 11:30pm last night but I definitely did not get a delivery. Help,"@134342 Hello, Anika! Thank you for reaching out! I'm sorry you have not received your parcel yet. Have you checked the locations suggested in this link? Let us know! https://t.co/1h5O4yLjDv ^MW"
missing_package_false_delivery,83528,83527,conv_83528,Furious with @115830 carrier: package containing 3 orders claims to have been delivered but I don't have it &amp; I have checked everywhere and checked with my neighbours. I want to find it as weather is not good.,"@134351 I am so sorry for the troubles with your orders not arriving yet! We'd like to help out any way we can, but don't have access to account information on Twitter. If you could reach us by Phone or Chat: https://t.co/JzP7hlA23B we would be happy to look into this! ^FR"
missing_package_false_delivery,89342,89341,conv_89342,@115821 my package never showed up but it's marked as delivered. I have no option to replace.  Is there a waiting window?,@135320 Hello Nicole! Is the item sold directly by Amazon or a seller? You can find more info here on locating parcels that are showed as delivered: https://t.co/IuGXZfGcCG.^CN
missing_package_false_delivery,91508,91509,conv_91507,"@AmazonHelp What's this, I have already paid for Order.No Support from Amazon.My money got stuck.Worst Shopping Experience Ever.Placed Order on 21Nov,Still not Delivered, Paid Rs13996 for Order-4__credit_card__.If I know my order is going to delay, I wll never purchas from Amazon.Deceived.","@135838 Apologies! We'd like to assist you with this issue. Kindly drop your details here: https://t.co/beaaDm0muc and we'll contact you soon. Please don't provide your order details, we consider it to be personal information. Our page is visible to public. ^BV"
payment_and_billing_issues,1710,1709,conv_1710,@AmazonHelp where can I chat with a support member for a false charge,@116084 I'm sorry you've encountered an unknown charge! We'd be happy to look into this with you here: https://t.co/hApLpMlfHN ^BL
payment_and_billing_issues,21447,2663414,conv_21428,@115850 i want to cancel my order but there is no option of cancellation Help I have made e-payment by debit card,@750569 here: https://t.co/vlvfJr4nN9 and we'll check it for you. 2/2 ^SY
payment_and_billing_issues,91325,91327,conv_91324,"@AmazonHelp 10% cashback on debit card payment while COD , i did two times got nothing yet",@135808 Apologies for the trouble with your cashback. Have you reported this to our support team here: https://t.co/vlvfJr4nN9? ^RB
payment_and_billing_issues,108201,108199,conv_108201,Amazon- worst experience. Ordered phone got different one. Left with credit card bill and a phone- notmy choice. @115850 @115821 helpless,"@140017 Sorry to know you've received a different product, Falguni. Please reach us from here: https://t.co/rS49hgaADF we'll check your details and assist you further. ^SV"
payment_and_billing_issues,123402,123405,conv_123399,"@AmazonHelp @6967 And not only that, when I track my order on your website.... Apparently I didn't make any. Even though I have emails and credit card receipts proving otherwise. https://t.co/9AzQ8RTAbt","@143570 I'm so sorry for the trouble tracking and receiving your order. Just to confirm, was your order placed on https://t.co/nUUp5MLhYl, Amazon.ca, or another Amazon website? ^JN"
payment_and_billing_issues,133806,133807,conv_133808,@AmazonHelp The card was not declined.. you have charged my card but stating payment failure,"@146154 This might be the case where payment was approved after the payment gateway was closed. In this case, the bank shall automatically reverse the charge. Kindly connect with them. ^SH"
payment_and_billing_issues,162141,162139,conv_162141,"@AmazonHelp I have been on my order for two hours and not yet shipped  
The amount has not been withdrawn credit card why?",@153430 Hey there! The amount will be charged on your card once the item ships. The date listed in your confirmation email is the best date for you to go by for delivery. ^AP
payment_and_billing_issues,191930,191932,conv_191929,"@AmazonHelp ""Please follow bellow instructions to place pre-order successfully :

See below for information on how to link an address and credit card.""","@161038 We'd like to speak with you directly, please request a callback here: https://t.co/kihPhtlmDJ ^NC"
payment_and_billing_issues,215980,215982,conv_215979,@AmazonHelp I placed it on .com and used a different address (US instead of Canada because I'll be there for thanksgiving) same credit card as my .ca though. the email was from account alert.,"@167357 Thank you for confirming, Shayan! Have you responded to the e-mail from our Account Specialists? That would be the fastest route to resolving this situation for you. ^AZ"
payment_and_billing_issues,293245,293243,conv_293254,@AmazonHelp Will there be any concern in receiving cash back if the Credit Card holder is different to the invoice name that get printed and amazon a/c,@185857 The complete terms and conditions of the cashback will be available once the sale starts. Please wait for the same. ^ZH
damaged_defective_or_wrong_item,1735,1737,conv_1734,"@AmazonHelp Fulfilled by Amazon. It’s quite disturbing you’re selling counterfeit items, and can’t be trusted.","@116091 We'd like to look into this with you in real time, Bry. When you can, please ring or chat in with us: https://t.co/JzP7hlA23B ^BL"
damaged_defective_or_wrong_item,9781,9779,conv_9781,"I seem to have bad luck in trying to get undamaged books from @115821. Sometimes it's damaged in delivery, but this one was packed this way. https://t.co/HnwtSE7e31","@117790 I'm sorry about the damage, Raymond! Have you explored options for refund/replacement here: https://t.co/Y5jpI9gRhE? ^SH"
damaged_defective_or_wrong_item,9784,9783,conv_9784,"@115821 , #fake I phone 7 received from amazon , India - order ID: amazon India has refused to replace @115850 pictures attach herewith. https://t.co/iYmtFWzE6o","@117791 Please don't provide your details, we consider it personal information. Our Twitter page is visible to public. 2/2 ^MK"
damaged_defective_or_wrong_item,13189,13187,conv_13189,"Hi @AmazonHelp, I’ve purchased something via your app and it’s broken! How can I get it replaced?","@118710 Hi, Reece! I'm sorry about the broken item. You can check into options here: https://t.co/Ueduyt85xq ^BL"
damaged_defective_or_wrong_item,18679,18678,conv_18679,"@115821  
Amazon truck damaged my lawn my lawn .Love Amazon . So sad no one called me back today as promised! Why?",@120166 Please send us your details here: https://t.co/PJ1sPeuPfz so we can look into this for you. ^LI
damaged_defective_or_wrong_item,19145,2349826,conv_19137,"@115850 #amazonIN delvrd a Deffective piece and now they are denying for a refund
They just know how to get money &amp; send soaps &amp; defective product",@679211 Please fill in your details using the link: https://t.co/JzRdscmdH9 and I'll get in touch with you soon. ^AK (2/2)
damaged_defective_or_wrong_item,19174,2420304,conv_19137,@115850 It's fake.After subscribing to Amazon Prime not even single product is available for one day delivery.Totally cheating.,"@695258 Further, please let us know if we happen to miss the estimates on any order. We'll be glad to help. ^VN (2/2)"
damaged_defective_or_wrong_item,19178,2438180,conv_19137,"@115850 Received defective piece ,now they are hesitating for pickup.","@699380 If not, contact us here: https://t.co/vlvfJr4nN9 so we can assist you.(2/2) ^PJ"
damaged_defective_or_wrong_item,23991,23989,conv_23991,"@115850 ek saal me Amazon app pr sare contest me participate kiya...aaj tak kuch nahi mila
.
.
.
Isme koi jeetta bhi h ya sb fake h",@121157 All the promotions displayed on our website are 100% genuine. The winners are announced here: https://t.co/ICRkX2fNTQ. ^GS
damaged_defective_or_wrong_item,34556,34555,conv_34557,"@AmazonHelp My prime membership has expired &amp; the one bundled with echo purchase has not become effective. So no prime vid, amazon now &amp; fast shipping",@123487 Please contact us here: https://t.co/vlvfJr4nN9 and we'll help you with this. ^SQ
account_access_and_security,2581,2582,conv_2579,"@AmazonHelp I've been in the prime queue, kindle queue, the echo queue, and now on hold again.",@116322 We'd like to look deeper into this issue. Please provide us with more information here: https://t.co/wpDDiHUP4k. ^LH
account_access_and_security,4850,4846,conv_4852,"@AmazonHelp already tried help by mail and still problem persist, please close my account and don't want to be a customer anymore https://t.co/m2g5tP26fX","@116849 I'm sorry. We can't access your account via Twitter. For assistance, please reach us here: https://t.co/jzvkhdlrK5 ^WT"
account_access_and_security,9129,9128,conv_9129,@AmazonHelp It looks as though someone has changed the email address linked to my acct &amp; I can no longer log in. Help!,"@117632 We're here to help! Please, reach us phone or e-mail so we can investigate: https://t.co/jzvkhdlrK5 ^EB"
account_access_and_security,10645,10644,conv_10645,@AmazonHelp did amazon get hacked?,@117949 We'd like to help! Have you noticed any unauthorized activity on your account? ^VB
account_access_and_security,19214,19213,conv_19214,"Can't change my new Email address with @115821 ! I'm repeatedly told: ""There was a problem with your Password""","@120230 Hi, sorry to hear that you're having trouble logging in. Please contact us here:https://t.co/jzvkhdlrK5 to look into this.^JJ"
account_access_and_security,24535,24536,conv_24534,@AmazonHelp It's says to sign up for prime and then takes me to website where I see manage prime Membership page once I login,@121290 Are you using the same login credentials of the Amazon Prime account ? ^CB
account_access_and_security,25841,25842,conv_25840,"@AmazonHelp yeah I am, I only have the one login!",@121645 We want to help! Please use the link provided by ^KM so we can take a look into the situation.
account_access_and_security,56859,56856,conv_56859,.@115821 why is my account being hacked like every week now...! https://t.co/zToW3sG9CC,"@128881 I'm sorry for the account issues, Liza! Have you received an e-mail from our Account Specialists? ^WT"
account_access_and_security,66202,66201,conv_66203,@AmazonHelp I’ve had a fraud on my account. The guy on Saturday said it would all be sorted &amp; the money back in my account. Still no money &amp; all that keeps happening from my calls / emails is my account password being blocked?,@131141 Were you given any date until we would have this sorted out for you Sarah? ^MA
account_access_and_security,69883,2896013,conv_69868,@115850 Fake company dont business amazon..... Last 2 month no saller account paymant.... Close my account.....,@523966 I'm sorry for the experience with your seller account payment. Please report this to our seller support team here: https://t.co/hITbmQzz2y for the assistance. ^HS
return_and_replacement,5219,702959,conv_5159,@115850 I hope there will be a good exchange offer for Oneplus 5 users,"@287911 Considering that One plus 5T in on flash sale, we do not have any information regarding the availability of exchange option. ^KA"
return_and_replacement,9780,9782,conv_9779,@AmazonHelp I've returned several things lately and don't want Amazon to think I'm abusing the return policy.,@117790 I understand! Returns can be made as long as they fall under this policy: https://t.co/i3QyGkjfQI. Hope this helps! ^BL
return_and_replacement,15686,15684,conv_15691,"@AmazonHelp Order no - 403-7559101-5645129 
Return reference - 710398288491
Article name - puma shoes","@119451 number. Also, please don't provide order details, we consider it to be personal info. Our page is visible to the public.(2/2)^SF"
return_and_replacement,19118,19116,conv_19120,@AmazonHelp can u ready for return pick up i receive damage product,"@120261 You must have received a correspondence from our team, request you to check the same. ^SH"
return_and_replacement,19132,19131,conv_19133,@AmazonHelp Its not my issue for return pick up. U people not mention any where before purchase product otherwise i think about purchase this order.,"@120261 I understand that you're upset, Dharmesh. Could you confirm, submitting your details using the link shared earlier? ^MP"
return_and_replacement,19135,2664071,conv_19133,@AmazonHelp I had allready this one but u total helpless.if you not possible pick up your hand then i cant returns my damage product.,@120261 Kindly fill in your details here: https://t.co/beaaDm0muc and we'll get in touch with you with an update. ^AU
return_and_replacement,21437,40411,conv_21428,@115850 Best trick by amozon first send damage priduct and after arrange self pick up 95 % people not ready for self return. Mind blowing amazon,"@120261 I do get your concern, however, please respond to the email you've received from us and we'll check this. ^HN"
return_and_replacement,21469,21470,conv_21466,@AmazonHelp First thing i have not possible for self return. So pls arrange from your hand,@120261 Please confirm if you have provided your details in the link shared by 'GK' &amp; we'll help you accordingly with your concern.^SF
return_and_replacement,24955,24956,conv_24954,"@AmazonHelp As per your mail someone was supposed to collect the order today for replacement but nobody came, are you people serious about service or nt","@121399 Sorry to learn that, please respond to the email you've received from our team for further assistance. ^SU"
return_and_replacement,27851,27852,conv_27850,@AmazonHelp Ooh..Thanks for your positive reply.Hope you will return the money as soon as possible.,"@122096 We will get back to you with the best possible resolution, Amar. ^KS"
digital_services_and_device_support,5805,5804,conv_5806,@117095 @115821 My audiobook hasn’t shipped (but the site still says I’ll get it by 8PM 🙄),@117094 I'm sorry for the wait! Please let us know if it does not arrive by 8PM. We want to make sure you receive the order. ^DD
digital_services_and_device_support,8524,8523,conv_8524,@AmazonHelp my original echo some time say things without asking here anything ! This is really wired and creepy and scary!!,"@117497 Hmm, that's strange! Try going to Settings and reviewing your history. From here, you can see what prompted your Echo. ^FD"
digital_services_and_device_support,17254,17253,conv_17254,.@115850 will Echo help in playing Antakshari or if we could play same with her? :P #pp,"@119797 You can ask Alexa, and it would play the song for you :) ^KA"
digital_services_and_device_support,18708,18710,conv_18707,@AmazonHelp Also when will Amazon prime music be available for Indian users of Alexa?,"@120174 In order to stream music from Amazon Prime Music on the echo devices, the customer has to be an Amazon Prime member. 2/2^AR"
digital_services_and_device_support,20485,20487,conv_20484,@AmazonHelp I already talked to your customer care. They are saying kindle prime reading is only available for US residents. I am asking why?,@120475 I have forwarded your comment as a feedback internally for a review. Appreciate your understanding. (3/3) ^SI
digital_services_and_device_support,24509,24506,conv_24509,@121284 My Echo Dot has reached my city😂 but not yet out for delivery! ☹️😞,@121283 with our courier services to have the package delivered soon. Stay tuned. (2/2) ^VM
digital_services_and_device_support,29664,29665,conv_29663,"@AmazonHelp thanks DJ, that did allow me to play music now using spotify as if it was a bluetooth speaker but I was really hoping to link it for voice control, etc. Could it be that my wife is the echo account owner? I feel like that shouldn't have an effect tho...","@122516 Thanks for the additional information, Eric! We'd like to take a look into this with you. When you get a moment, please contact us via chat or phone: https://t.co/hApLpMlfHN ^SW"
digital_services_and_device_support,31375,31373,conv_31375,Hey @AmazonHelp does the Fire HD with Alexa do calling like the Echo devices?,"@122915 It does not have the same device-to-device calling as the Alexa. However, there are apps for text/calling features via Wi-Fi. ^MJ"
digital_services_and_device_support,45537,45536,conv_45537,@115850 when fire stick tv skill for alexa will be available? Seems it can not be done from app at this time.,"@126080 We don't have any announcement for Fire TV on the Alexa yet. But, stay tuned as we add more content to Alexa App. ^GD"
digital_services_and_device_support,45546,45548,conv_45545,@AmazonHelp I did. The only solution I got was a discount on a new device. Absolutely pathetic no concern abt service/repair #Kindle (1/2),@126083 I get you being upset. I'll ensure to forward your feedback to the concerned team internally for a review. ^NK
refund_inquiry,14855,14852,conv_14855,@115821 407-8406190-7752345. i want refund amount -1399/- amazon seller was lying. amazon custamare care side also.,"@119214 Please don't provide your order details, we consider it to be personal information. Our page is visible to the public. ^SC"
refund_inquiry,16757,16759,conv_16755,@AmazonHelp No one knows what to do to get my refund back to me! https://t.co/q71Ycboikm,"@119697 I'm sorry for the trouble. Generally, the bank can issue a refund to the new active card on file. Please keep us updated. ^LR"
refund_inquiry,16805,16806,conv_16802,@AmazonHelp Amazon its a complete fraud now u are saying u will ship till 7th please for god sake #help #cancelorder #refund #fraud #poorcustomerservice https://t.co/riuEM7g6om,@119701 Could you please let us know if you had received any email stating the package was  going to be shipped by 7th ? ^KS
refund_inquiry,16817,16818,conv_16816,@AmazonHelp When will i be getting a refund of this product #help #pleasebesensable https://t.co/gGgeU6tmhP,@119701 Our team has sent you a correspondence. Kindly check it here: https://t.co/8DAc10S7ww ^AP
refund_inquiry,17639,17638,conv_17640,@AmazonHelp It is a doorstep pick up but I need to bear the charges for the courier while I am struggling to get a refund for the already paid order,@119902 Was a pick up arranged on your order or were you asked to self-return it? Please tell us more. ^HK
refund_inquiry,18957,18958,conv_18956,@AmazonHelp I need a proper compensation and full refund of my order. Contact me on 9140560819 for any other detail.,"@120228 Please don't provide your details, we consider it to be personal information. Our page is visible to the public. 2/2^SC"
refund_inquiry,19448,19446,conv_19448,"@118341 @115850 @24294 @59639 @120319 @120320 @59640 @2517  
Ab amazon wale mughe refund bhi nhi de rhe. https://t.co/aqjEmGkODs",@120318 We'd like to check get this checked for you. Kindly share your details here: https://t.co/GIJyeYqKE0 and I'll contact you. ^GS
refund_inquiry,21082,21081,conv_21082,@115850 I hv ord BB Q5 in Sept mth but recd BBQ10 which picked on 7th Oct but still not recd refund after follow up #Amazon  #Cheater https://t.co/f0mfVylfuG,@120615 Our Twitter page is visible to public. 3/3 ^SB
refund_inquiry,21530,21532,conv_21525,@AmazonHelp Kindly see this picture.. what kind of crap is this . I haven't received refund for this product.its been two months . https://t.co/7b9FuW1gyI,"@120700 We would like to help you. Please share your details with us here: https://t.co/GIJyeYqKE0. We'll get in touch shortly. Please don't provide your order details as we consider it personal information. Our twitter page is visible to public.
 ^CB"
refund_inquiry,22172,22171,conv_22173,@AmazonHelp I submitted all the details. Thank you for reply. Expecting a quick response over my refund. Hope @115850 deliver Customer satisfaction.,@120839 You're welcome. We're working on the issue and shall get back to you soon. ^SH
prime_and_subscriptions,18392,18391,conv_18392,@115850  what’s the use of amazon prime membership if the product reaches me after 2 days of placing the order .. al false promises,@120086 Prime subscribers are eligible to get free One-day or Two-day shipping. May I please know if the package was 1/2 ^SH
prime_and_subscriptions,19141,735628,conv_19137,@115850 I am a prime member but i can't get product so fast..,@295977 Could you help us with the product link &amp; pin-code? We'll be glad to check this for you. 2/2 ^MJ
prime_and_subscriptions,19164,2310218,conv_19137,@115850 I m not getting the fast delivery even i m prime member but don't get 1&amp;2 days delivery ....,@670021 Guaranteed delivery is only offered to select cities and available on eligible items.  1/2 ^AH
prime_and_subscriptions,19469,19467,conv_19469,"@AmazonHelp I was scammed. 6 orders, all sellers are gone and nothing send to me, how could I do now? how to stop my prime membership?","@120322 sorry to hear that, from what Amazon marketplace were you shopping from? .com, .co.uk, .es etc? ^AS"
prime_and_subscriptions,22480,22479,conv_22480,"@115850 
Thankyou for ur super fast delivery and loving the prime membership😍😍😍",@120914 That was amazingly fast &amp; we are happy that you are delighted with this order delivery. ^AR
prime_and_subscriptions,28465,28464,conv_28465,@115850 @121284 the extended prime subscription that came with the echo does not reflect on my account. Pls help!,"@122228 We'd like to check this for you, kindly connect with us here: https://t.co/vlvfJr4nN9 ^SG"
prime_and_subscriptions,64155,64153,conv_64155,". @AmazonHelp I purchased Kindle cover which was about to deliver yesterday. Till the morning same status was in https://t.co/sunmZYKKA1 it is showing delivery by Monday. Why the fuck u offer prime membership if u hv to do all this.
Order no:-  408-6217882-7253940","@130698 Please don't provide your order details, we consider it to be personal information. Our page is visible to the public. 2/2 ^KK"
prime_and_subscriptions,96719,96718,conv_96720,"@AmazonHelp The website says with courier, but not out for delivery. Considering this was ordered 3 days ago via a prime membership doesn't really seem acceptable.",@137106 I'm certainly sorry the package has been delayed! Does the tracking show an updated expected delivery date? ^RO
prime_and_subscriptions,96747,96746,conv_96747,S/o to  @115821 and their TERRIBLE customer service for making my WEDDING a bit more stressful. There is NO point of being a prime member,"@137114 I'm truly sorry to hear of this, Cherrell. This isn't the experience we strive to provide! Without including personal or account details, could you please tell us a bit more about the situation? We'd like to help if we can! ^JE"
prime_and_subscriptions,113755,113752,conv_113762,@115821 I have the app but don’t have amazon prime membership???? https://t.co/GzUFyTn2xW,"@141267 Have you recently signed up for a free trial of Amazon Prime? We'll authorise the card for $1 to make sure it is valid. Authorisations typically drop within 3-5 days, depending on the policies of your bank. For more info: https://t.co/5jonVCtdQ4 ^MB"
order_cancellation_and_modification,114312,114310,conv_114312,Why does amazon take my money but then cancel my order? @AmazonHelp,"@141410 I'm sorry for the order issues! We won't charge you for an order until it ships! What you're likely seeing is an authorisation charge, which should fall off shortly. More information about authorisation charges can be found here: https://t.co/KEzhggtDZC ^WT"
order_cancellation_and_modification,132579,132577,conv_132579,@115850 need help with my recent order. Order id is 406-7212644-2072325. I need to change my shipping address. Need help. Thanks.,"@145911 Also, please don't provide your order details, as we consider it to be personal information. Our Twitter page is visible to the public. ^AP"
order_cancellation_and_modification,182923,182924,conv_182922,@AmazonHelp Any updates after 21hours? I want to cancel order. Let me know how to proceed. No cancellation action on the website,@158356 We've sent you a correspondence. Kindly check the same here: https://t.co/ubzNHWZvL2 ^SG
order_cancellation_and_modification,229799,229802,conv_229798,@AmazonHelp Yes @127161 have managed to deliver to the wrong address and even got a signature - useless,"@170764 Sorry to hear that, have you been able to locate the parcel: https://t.co/L76CBge35P? ^JJ"
order_cancellation_and_modification,229803,229804,conv_229802,@AmazonHelp Not up to me - I'm not the muppet who delivered to the wrong address. I'm waiting for @127161 to do it,"@170764 Apologies, please contact us here: https://t.co/JzP7hlA23B so an agent can look into this for you. ^JJ"
order_cancellation_and_modification,230178,230181,conv_230177,@AmazonHelp It is a birthday present for tomorrow so need to know whether to cancel order or not.,"@170839 HI, I am very sorry to hear this.I understand it is a gift so please reach out to us directly here: https://t.co/JzP7hlA23B ^CR"
order_cancellation_and_modification,231314,231313,conv_231314,I want to cancel my order tracking ID-15227156442. But i cant see any cancel option over there.@118919 @115850 @AmazonHelp,@171089 We've responded to you via DM. Please don’t provide your order details as we consider them to be personal info. ^SG
order_cancellation_and_modification,259930,259928,conv_259930,"Hey @115821. Do not use @3375 for 1-Day LA shipping. Their reputation is horrendous. Due to ineptness, might have to cancel order","@177837 We are here to help, Jeff! Can you give us more information about the issue without including account information? ^HM"
order_cancellation_and_modification,281397,281400,conv_281396,@AmazonHelp No I initiated stop and return request at the time of cancellation your CC said Amazon pay balance will update in 24 hours,"@183044 I'm sorry for the hassle, Shravan. Please provide your details here: https://t.co/GIJyeYqKE0. We will look into it. ^SB"
order_cancellation_and_modification,281954,281953,conv_281954,@AmazonHelp Terrible experience with cancellation process in amazon. https://t.co/45cQ0rWx07,"@183168 That's unacceptable indeed, we never intended this. Please fill this form: https://t.co/beaaDm0muc we'll get back to you.^SI"
